superficieEtage1,superficieEtage2,typeAlleeAcces,nbChambres,typeBatiment,conditionSousSol,expositionSousSol,superficieFinieSousSol1,superficieFinieSousSol2,qualiteSurfaceFinieSousSol1,superficieSousSolNonAmenagee,climatisation,proxRoute1,systElectrique,superficiePorcheFerme,conditionExterieur,qualiteExterieur,materiauExterieur1,materiauExterieur2,cloture,qualiteCheminee,nbCheminees,fondation,superficieGarage,nbPlacesVoiture,conditionGarage,interieurGarage,qualiteGarage,typeGarage,anneeConstrGarage,superficieHabitableSaufSs,chauffage,qualiteChauffage,styleBatiment,nbCuisines,qualiteCuisine,superficieTerrain,configTerrain,longTerrainRue,formeTerrain,typeClasseBatiment,zonage,superficiePlacageMaconnerie,typePlacageMaconnerie,elementsDivers,valeursElementsDivers,moisVente,quartier,superficiePorcheOuvert,conditionGlobale,qualiteGlobale,alleePavee,materiauToit,styleToit,conditionVente,prix,typeVente,superficieSolarium,nbPieces,superficieTotaleSousSol,superficieTerrasseBois,anneeConstruction,anneeRenovation,anneeVente,taux_inflation,ames_taux_criminalite,moyenne_indice_prix_logements,superficieTotale,autoroute,proximite_gare,proximite_parc,nbTotalSallesBain,noteGlobale,noteMoyenne,hauteurSs
1500-2000 m2,501-1000 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Bonne qualité de vie,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité excellente,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,> 250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain en cul-de-sac,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,600-800 m2,Placage pierre,Non défini,Pas d elements divers,7,Autre quartier,0,3,5,Pavée,Bardeau composite,Toit pyramidal,Maison pas terminée,,Vente Nouvelle construction,Pas de solarium,10,> 150 m2,> 20 m2,2005 et plus,2005-2010,2006,3.2259,279.7815,163.425,400-500,Non,Non,Non,3.5,15,7.5,Hauteur sous-sol > 2.5 m
1000-1500 m2,1001-1500 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,1000-1500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,2000-2009,> 250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain en coin,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,400-600 m2,Placage brique,Non défini,Pas d elements divers,1,Autre quartier,> 5 m2,3,5,Pavée,Bardeau composite,Toit pyramidal,Maison pas terminée,,Vente Nouvelle construction,Pas de solarium,10,100-150 m2,> 20 m2,2005 et plus,2005-2010,2006,3.2259,279.7815,163.425,300-400,Non,Non,Non,3.5,14,7.0,Hauteur sous-sol > 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Bonne qualité de vie,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Métal,Métal,Pas de clôture,Bon,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,8,Autre quartier,> 5 m2,3,5,Pavée,Bardeau composite,Toit pyramidal,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,> 150 m2,10-20 m2,2005 et plus,2005-2010,2006,3.2259,279.7815,163.425,300-400,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol > 2.5 m
> 2000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité excellente,Vinyle,Vinyle,Pas de clôture,Bon,2,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,400-600 m2,Placage brique,Non défini,Pas d elements divers,9,Autre quartier,> 5 m2,3,5,Pavée,Bardeau composite,Toit pyramidal,Vente normale,,Vente Garantie Conventionnelle,101-200 m2,8,> 150 m2,> 20 m2,2005 et plus,2005-2010,2006,3.2259,279.7815,163.425,300-400,Non,Non,Non,3.5,14,7.0,Hauteur sous-sol > 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition moyenne,500-1000 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1980-1989,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat Divisé,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain avec façade sur plusieurs côtés,Entre 21 et 30 m,Irrégulière,Classe Autre,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,6,Northwest Ames,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,10-20 m2,2005 et plus,2010 et plus,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Proximité parc,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Bonne intimité,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,150-200 m2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,7,Northwest Ames,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,8,75-100 m2,> 20 m2,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,200-300,Non,Non,Oui,2.5,12,6.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Bonne exposition,1000-1500 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,1-100 m2,Qualité moyenne,Qualité bonne,Vinyle,Autre matériau extérieur  2,Pas de clôture,Médiocre,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat Divisé,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe Autre,Basse densité,200-400 m2,Placage pierre,Non défini,Pas d elements divers,7,Northwest Ames,0,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,> 20 m2,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol > 2.5 m
500-1000 m2,1001-1500 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Priximité gare,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Excellent,1,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage encastré,2000-2009,200-250 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Non résidentiel,0,Aucun placage,Non défini,Pas d elements divers,6,Somerset,> 5 m2,3,4,Pavée,Bardeau composite,Toit à pignon,Maison pas terminée,,Vente Nouvelle construction,Pas de solarium,8,75-100 m2,0,2005 et plus,2005-2010,2006,3.2259,279.7815,163.425,300-400,Non,Oui,Non,3.5,12,6.0,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,501-1000 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss à rénover,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Pas de clôture,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,150-200 m2,Chauffage air pulsé,Moyen/Typique,Bat Divisé,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe Autre,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,6,Northwest Ames,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,8,50-75 m2,< 10 m2,1970-1980,2000-2005,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,3.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Contreplaqué,Bois de bonne qualité,Qualité inconnue,0,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 21 et 30 m,Régulière,Classe 1946 et plus recent,Basse densité,< 200 m2,Placage brique,Non défini,Pas d elements divers,6,Northwest Ames,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,100-150 m2,> 20 m2,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Aucune exposition,< 500 m2,500-1000 m2,Salle de récréation moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1990-1999,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,3,North Ames,0,2,2,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,75-100 m2,< 10 m2,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,1.5,8,4.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,500-1000 m2,0,Bonne qualité de vie,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Métal,Métal,Pas de clôture,Qualité inconnue,0,Fondation Béton,40-60 m2,2.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,100-150 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain avec façade sur plusieurs côtés,Moins de 10 m,Irrégulière,Classe 1946 et plus recent,Haute et moyenne densité,0,Aucun placage,Non défini,Pas d elements divers,9,North Ames,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,4,100-150 m2,10-20 m2,2000-2005,2000-2005,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,3.0,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,0,0,Non fini,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1970-1979,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1,Qualité cusine bonne,Entre 201 et 500 m2,Terrain intérieur,Moins de 10 m,Régulière,Classe 1946 et plus recent,Haute et moyenne densité,400-600 m2,Placage brique,Non défini,Pas d elements divers,12,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,25-50 m2,0,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,1.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Faible qualité,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Médiocre,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine bonne,Entre 201 et 500 m2,Terrain intérieur,Moins de 10 m,Régulière,Classe 1946 et plus recent,Haute et moyenne densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,6,Autre quartier,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,7,50-75 m2,0,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,1.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
< 500 m2,501-1000 m2,Pas d'accès à l'allée,3,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1970-1979,75-100 m2,Chauffage air pulsé,Excellent,Bat 2 Etages,1,Qualité cusine bonne,Entre 100 et 200 m2,Terrain intérieur,Moins de 10 m,Régulière,Classe 1946 et plus recent,Haute et moyenne densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,7,Autre quartier,0,4,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,25-50 m2,0,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,1.5,13,6.5,Hauteur sous-sol 2 - 2.2 m
< 500 m2,1-500 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Pas de clôture,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1970-1979,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 2 Etages,1,Qualité cusine bonne,Entre 100 et 200 m2,Terrain intérieur,Moins de 10 m,Régulière,Classe 1946 et plus recent,Haute et moyenne densité,400-600 m2,Placage brique,Non défini,Pas d elements divers,7,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,5,25-50 m2,0,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,1.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie sous la moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Panneau dur,Panneau dur,Bonne intimité,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Détaché de la maison,1970-1979,100-150 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine bonne,Entre 100 et 200 m2,Terrain intérieur,Moins de 10 m,Régulière,Classe 1946 et plus recent,Haute et moyenne densité,400-600 m2,Placage brique,Non défini,Pas d elements divers,10,Autre quartier,0,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,25-50 m2,> 20 m2,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,1.5,11,5.5,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,500-1000 m2,< 500 m2,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Contreplaqué,Pas de clôture,Faible,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,75-100 m2,Chauffage air pulsé,Bon,Bat 1 Etage,1,Qualité cusine bonne,Entre 201 et 500 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,> 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,201-300 m2,4,75-100 m2,0,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,3,Unifamilial,Condition Ss Bonne,Exposition minimale,< 500 m2,< 500 m2,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,201-300 m2,Qualité moyenne,Qualité moyenne,Métal,Métal,Pas de clôture,Moyenne,1,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 501 et 1000 m2,Terrain intérieur,Entre 11 et 20 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,9,North Ames,0,4,3,Pavée,Bardeau composite,Toit pyramidal,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,75-100 m2,0,1960-1970,1970-1980,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol 2 - 2.2 m
1000-1500 m2,0 m2,Pas d'accès à l'allée,2,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,< 500 m2,Quartiers de vie moyenne,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Autre matériau extérieur  2,Pas de clôture,Qualité inconnue,0,Fondation Ciment,20-30 m2,1.0,Condition garage bonne,Non fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,75-100 m2,Chauffage air pulsé,Moyen/Typique,Bat 1 Etage,1,Qualité cusine bonne,Entre 201 et 500 m2,Terrain avec façade sur plusieurs côtés,Moins de 10 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,4,Autre quartier,< 5 m2,4,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,4,75-100 m2,0,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,< 200,Non,Non,Non,3.0,14,7.0,Hauteur sous-sol 2 - 2.2 m
500-1000 m2,501-1000 m2,Pas d'accès à l'allée,3,Autre Type Batiment,Condition Ss Bonne,Aucune exposition,< 500 m2,0,Quartiers de vie moyenne,500-1000 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité moyenne,Contreplaqué,Autre matériau extérieur  2,Pas de clôture,Moyenne,1,Fondation Ciment,40-60 m2,2.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,1970-1979,100-150 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine bonne,Entre 201 et 500 m2,Terrain intérieur,Moins de 10 m,Régulière,Classe 1946 et plus recent,Basse densité,0,Aucun placage,Non défini,Pas d elements divers,7,Autre quartier,< 5 m2,3,3,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,75-100 m2,0,1970-1980,1970-1980,2006,3.2259,279.7815,163.425,200-300,Non,Non,Non,2.5,11,5.5,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,501-1000 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,1000-1500 m2,0,Bonne qualité de vie,< 500 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,60-80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,200-250 m2,Chauffage air pulsé,Bon,Bat 2 Etages,1,Qualité cusine excellente,Entre 1001 et 2000 m2,Terrain intérieur,Entre 21 et 30 m,Irrégulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage pierre,Non défini,Pas d elements divers,8,Northridge Heights,0,3,5,Pavée,Bardeau composite,Toit pyramidal,Maison pas terminée,,Vente Nouvelle construction,Pas de solarium,10,> 150 m2,0,2005 et plus,2005-2010,2006,3.2259,279.7815,163.425,400-500,Non,Non,Non,3.5,14,7.0,Hauteur sous-sol > 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,2,Unifamilial,Condition Ss Bonne,Exposition moyenne,0,0,Non fini,1500-2336 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Bon,1,Fondation Béton,> 80 m2,3.0,Condition garage bonne,Fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Régulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage brique,Non défini,Pas d elements divers,7,Northridge Heights,0,3,4,Pavée,Bardeau composite,Toit à pignon,Vente normale,,Vente Garantie Conventionnelle,Pas de solarium,6,> 150 m2,0,2000-2005,2000-2005,2006,3.2259,279.7815,163.425,300-400,Non,Non,Non,2.0,13,6.5,Hauteur sous-sol 2.3 - 2.5 m
1500-2000 m2,0 m2,Pas d'accès à l'allée,4,Unifamilial,Condition Ss Bonne,Aucune exposition,0,0,Non fini,1500-2336 m2,Oui,Route ville,Boîte à disjoncteurs,Pas de porche fermé,Qualité moyenne,Qualité bonne,Vinyle,Vinyle,Pas de clôture,Qualité inconnue,0,Fondation Béton,> 80 m2,3.0,Condition garage bonne,Pas parfaitement fini,Typique/Moyenne,Garage Attaché à la maison,2000-2009,150-200 m2,Chauffage air pulsé,Excellent,Bat 1 Etage,1,Qualité cusine bonne,Entre 1001 et 2000 m2,Terrain en coin,Plus de 31 m,Régulière,Classe 1946 et plus recent,Basse densité,200-400 m2,Placage pierre,Non défini,Pas d elements divers,9,Northridge Heights,< 5 m2,3,4,Pavée,Bardeau composite,Toit pyramidal,Maison pas terminée,,Vente Nouvelle construction,Pas de solarium,8,> 150 m2,0,2005 et plus,2005-2010,2006,3.2259,279.7815,163.425,300-400,Non,Non,Non,2.0,12,6.0,Hauteur sous-sol > 2.5 m
